line_ref,invoice_no,line_no,service_date,well_name,service_code,description,unit,hole_section,day_status,depth_from_m,depth_to_m,quantity,unit_rate,amount,report_ref
MDS-01257-046,MDS-01257,46,31-Mar-2026,NGP-HA-028,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1916.50,3833.00,DDR-028-20260331
MDS-01257-047,MDS-01257,47,31-Mar-2026,NGP-HA-028,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-028-20260331
MDS-01257-048,MDS-01257,48,31-Mar-2026,NGP-HA-028,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,18,468.24,8428.32,DDR-028-20260331
MDS-01257-049,MDS-01257,49,31-Mar-2026,NGP-HA-028,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,596.85,596.85,DDR-028-20260331
MDS-01257-050,MDS-01257,50,31-Mar-2026,NGP-HA-028,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-028-20260331
MDS-01257-051,MDS-01257,51,31-Mar-2026,NGP-HA-028,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1708.00,3416.00,DDR-028-20260331
MDS-01257-052,MDS-01257,52,31-Mar-2026,NGP-HA-028,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2918.59,2918.59,DDR-028-20260331
MDS-01257-053,MDS-01257,53,31-Mar-2026,NGP-HA-028,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,916.09,916.09,DDR-028-20260331
MDS-01257-054,MDS-01257,54,31-Mar-2026,NGP-HA-028,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-028-20260331
MDS-01258-001,MDS-01258,1,26-Mar-2026,NGP-WS-081,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-081-20260326
MDS-01258-002,MDS-01258,2,26-Mar-2026,NGP-WS-081,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-081-20260326
MDS-01258-003,MDS-01258,3,26-Mar-2026,NGP-WS-081,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-081-20260326
MDS-01258-004,MDS-01258,4,26-Mar-2026,NGP-WS-081,DD-140,Well planning and anti-collision study,well,"26""",Operating,,,1,12489.50,12489.50,DDR-081-20260326
MDS-01258-005,MDS-01258,5,26-Mar-2026,NGP-WS-081,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-081-20260326
MDS-01258-006,MDS-01258,6,26-Mar-2026,NGP-WS-081,MB-701,Mobilisation to rig site,well,"26""",Operating,,,1,18497.50,18497.50,DDR-081-20260326
MDS-01258-007,MDS-01258,7,26-Mar-2026,NGP-WS-081,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-081-20260326
MDS-01258-008,MDS-01258,8,26-Mar-2026,NGP-WS-081,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,3266.34,3266.34,DDR-081-20260326
MDS-01258-009,MDS-01258,9,26-Mar-2026,NGP-WS-081,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-081-20260326
MDS-01258-010,MDS-01258,10,27-Mar-2026,NGP-WS-081,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-081-20260327
MDS-01258-011,MDS-01258,11,27-Mar-2026,NGP-WS-081,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-081-20260327
MDS-01258-012,MDS-01258,12,27-Mar-2026,NGP-WS-081,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-081-20260327
MDS-01258-013,MDS-01258,13,27-Mar-2026,NGP-WS-081,DD-130,Gyro survey,survey,"26""",Operating,,,1,2446.15,2446.15,DDR-081-20260327
MDS-01258-014,MDS-01258,14,27-Mar-2026,NGP-WS-081,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-081-20260327
MDS-01258-015,MDS-01258,15,27-Mar-2026,NGP-WS-081,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-081-20260327
MDS-01258-016,MDS-01258,16,27-Mar-2026,NGP-WS-081,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,3266.34,3266.34,DDR-081-20260327
MDS-01258-017,MDS-01258,17,27-Mar-2026,NGP-WS-081,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-081-20260327
MDS-01258-018,MDS-01258,18,28-Mar-2026,NGP-WS-081,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-081-20260328
MDS-01258-019,MDS-01258,19,28-Mar-2026,NGP-WS-081,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-081-20260328
MDS-01258-020,MDS-01258,20,28-Mar-2026,NGP-WS-081,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-081-20260328
MDS-01258-021,MDS-01258,21,28-Mar-2026,NGP-WS-081,DD-111,Motor redress and inspection,run,"26""",Operating,,,1,3589.45,3589.45,DDR-081-20260328
MDS-01258-022,MDS-01258,22,28-Mar-2026,NGP-WS-081,HC-610,Wiper trip supervision,trip,"26""",Operating,,,1,1947.15,1947.15,DDR-081-20260328
MDS-01258-023,MDS-01258,23,28-Mar-2026,NGP-WS-081,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-081-20260328
MDS-01258-024,MDS-01258,24,28-Mar-2026,NGP-WS-081,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-081-20260328
MDS-01258-025,MDS-01258,25,28-Mar-2026,NGP-WS-081,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,3266.34,3266.34,DDR-081-20260328
MDS-01258-026,MDS-01258,26,28-Mar-2026,NGP-WS-081,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-081-20260328
MDS-01258-027,MDS-01258,27,28-Mar-2026,NGP-WS-081,RM-530,Back-reaming while tripping,hour,"26""",Operating,,,3,264.55,793.65,DDR-081-20260328
MDS-01259-001,MDS-01259,1,27-Mar-2026,NGP-QA-045,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-045-20260327
MDS-01259-002,MDS-01259,2,27-Mar-2026,NGP-QA-045,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-045-20260327
MDS-01259-003,MDS-01259,3,27-Mar-2026,NGP-QA-045,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-045-20260327
MDS-01259-004,MDS-01259,4,27-Mar-2026,NGP-QA-045,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-045-20260327
MDS-01259-005,MDS-01259,5,27-Mar-2026,NGP-QA-045,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-045-20260327
MDS-01259-006,MDS-01259,6,27-Mar-2026,NGP-QA-045,LH-711,"Lost in hole, positive displacement motor",each,"17-1/2""",Operating,,,1,135973.66,135973.66,DDR-045-20260327
MDS-01259-007,MDS-01259,7,27-Mar-2026,NGP-QA-045,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-045-20260327
MDS-01259-008,MDS-01259,8,27-Mar-2026,NGP-QA-045,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3341.79,3341.79,DDR-045-20260327
MDS-01259-009,MDS-01259,9,27-Mar-2026,NGP-QA-045,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-045-20260327
MDS-01259-010,MDS-01259,10,27-Mar-2026,NGP-QA-045,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-045-20260327
MDS-01259-011,MDS-01259,11,28-Mar-2026,NGP-QA-045,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-045-20260328
MDS-01259-012,MDS-01259,12,28-Mar-2026,NGP-QA-045,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-045-20260328
MDS-01259-013,MDS-01259,13,28-Mar-2026,NGP-QA-045,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-045-20260328
MDS-01259-014,MDS-01259,14,28-Mar-2026,NGP-QA-045,DD-111,Motor redress and inspection,run,"17-1/2""",Operating,,,1,3589.45,3589.45,DDR-045-20260328
MDS-01259-015,MDS-01259,15,28-Mar-2026,NGP-QA-045,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-045-20260328
MDS-01259-016,MDS-01259,16,28-Mar-2026,NGP-QA-045,HC-610,Wiper trip supervision,trip,"17-1/2""",Operating,,,1,1947.15,1947.15,DDR-045-20260328
MDS-01259-017,MDS-01259,17,28-Mar-2026,NGP-QA-045,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-045-20260328
MDS-01259-018,MDS-01259,18,28-Mar-2026,NGP-QA-045,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-045-20260328
MDS-01259-019,MDS-01259,19,28-Mar-2026,NGP-QA-045,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3341.79,3341.79,DDR-045-20260328
MDS-01259-020,MDS-01259,20,28-Mar-2026,NGP-QA-045,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-045-20260328
MDS-01259-021,MDS-01259,21,28-Mar-2026,NGP-QA-045,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-045-20260328
MDS-01259-022,MDS-01259,22,28-Mar-2026,NGP-QA-045,RM-530,Back-reaming while tripping,hour,"17-1/2""",Operating,,,4,264.55,1058.20,DDR-045-20260328
MDS-01259-023,MDS-01259,23,29-Mar-2026,NGP-QA-045,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1916.50,3833.00,DDR-045-20260329
MDS-01259-024,MDS-01259,24,29-Mar-2026,NGP-QA-045,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-045-20260329
MDS-01259-025,MDS-01259,25,29-Mar-2026,NGP-QA-045,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,15,468.24,7023.60,DDR-045-20260329
MDS-01259-026,MDS-01259,26,29-Mar-2026,NGP-QA-045,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,596.85,596.85,DDR-045-20260329
MDS-01259-027,MDS-01259,27,29-Mar-2026,NGP-QA-045,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-045-20260329
MDS-01259-028,MDS-01259,28,29-Mar-2026,NGP-QA-045,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1708.00,3416.00,DDR-045-20260329
MDS-01259-029,MDS-01259,29,29-Mar-2026,NGP-QA-045,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2918.59,2918.59,DDR-045-20260329
MDS-01259-030,MDS-01259,30,29-Mar-2026,NGP-QA-045,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,916.09,916.09,DDR-045-20260329
MDS-01259-031,MDS-01259,31,29-Mar-2026,NGP-QA-045,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-045-20260329
MDS-01259-032,MDS-01259,32,29-Mar-2026,NGP-QA-045,RM-510,"Hydraulic underreaming, reamed",metre,"12-1/4""",Operating,,,201,38.45,7728.45,DDR-045-20260329
MDS-01259-033,MDS-01259,33,29-Mar-2026,NGP-QA-045,RM-511,Underreamer rental,day,"12-1/4""",Operating,,,1,1379.15,1379.15,DDR-045-20260329
MDS-01260-001,MDS-01260,1,27-Mar-2026,NGP-WS-187,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-187-20260327
MDS-01260-002,MDS-01260,2,27-Mar-2026,NGP-WS-187,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-187-20260327
MDS-01260-003,MDS-01260,3,27-Mar-2026,NGP-WS-187,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-187-20260327
MDS-01260-004,MDS-01260,4,27-Mar-2026,NGP-WS-187,DD-140,Well planning and anti-collision study,well,"26""",Operating,,,1,12489.50,12489.50,DDR-187-20260327
MDS-01260-005,MDS-01260,5,27-Mar-2026,NGP-WS-187,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-187-20260327
MDS-01260-006,MDS-01260,6,27-Mar-2026,NGP-WS-187,MB-701,Mobilisation to rig site,well,"26""",Operating,,,1,18497.50,18497.50,DDR-187-20260327
MDS-01260-007,MDS-01260,7,27-Mar-2026,NGP-WS-187,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-187-20260327
MDS-01260-008,MDS-01260,8,27-Mar-2026,NGP-WS-187,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,4327.90,4327.90,DDR-187-20260327
MDS-01260-009,MDS-01260,9,27-Mar-2026,NGP-WS-187,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-187-20260327
MDS-01260-010,MDS-01260,10,28-Mar-2026,NGP-WS-187,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-187-20260328
MDS-01260-011,MDS-01260,11,28-Mar-2026,NGP-WS-187,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-187-20260328
MDS-01260-012,MDS-01260,12,28-Mar-2026,NGP-WS-187,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-187-20260328
MDS-01260-013,MDS-01260,13,28-Mar-2026,NGP-WS-187,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-187-20260328
MDS-01260-014,MDS-01260,14,28-Mar-2026,NGP-WS-187,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-187-20260328
MDS-01260-015,MDS-01260,15,28-Mar-2026,NGP-WS-187,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,4327.90,4327.90,DDR-187-20260328
MDS-01260-016,MDS-01260,16,28-Mar-2026,NGP-WS-187,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-187-20260328
MDS-01260-017,MDS-01260,17,29-Mar-2026,NGP-WS-187,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-187-20260329
MDS-01260-018,MDS-01260,18,29-Mar-2026,NGP-WS-187,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-187-20260329
MDS-01260-019,MDS-01260,19,29-Mar-2026,NGP-WS-187,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-187-20260329
MDS-01260-020,MDS-01260,20,29-Mar-2026,NGP-WS-187,DD-111,Motor redress and inspection,run,"26""",Operating,,,1,3589.45,3589.45,DDR-187-20260329
MDS-01260-021,MDS-01260,21,29-Mar-2026,NGP-WS-187,HC-610,Wiper trip supervision,trip,"26""",Operating,,,1,1947.15,1947.15,DDR-187-20260329
MDS-01260-022,MDS-01260,22,29-Mar-2026,NGP-WS-187,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-187-20260329
MDS-01260-023,MDS-01260,23,29-Mar-2026,NGP-WS-187,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-187-20260329
MDS-01260-024,MDS-01260,24,29-Mar-2026,NGP-WS-187,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,4327.90,4327.90,DDR-187-20260329
MDS-01260-025,MDS-01260,25,29-Mar-2026,NGP-WS-187,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-187-20260329
MDS-01260-026,MDS-01260,26,29-Mar-2026,NGP-WS-187,RM-530,Back-reaming while tripping,hour,"26""",Operating,,,5,264.55,1322.75,DDR-187-20260329
MDS-01260-027,MDS-01260,27,30-Mar-2026,NGP-WS-187,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-187-20260330
MDS-01260-028,MDS-01260,28,30-Mar-2026,NGP-WS-187,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-187-20260330
MDS-01260-029,MDS-01260,29,30-Mar-2026,NGP-WS-187,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-187-20260330
MDS-01260-030,MDS-01260,30,30-Mar-2026,NGP-WS-187,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-187-20260330
MDS-01260-031,MDS-01260,31,30-Mar-2026,NGP-WS-187,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-187-20260330
MDS-01260-032,MDS-01260,32,30-Mar-2026,NGP-WS-187,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-187-20260330
MDS-01260-033,MDS-01260,33,30-Mar-2026,NGP-WS-187,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3768.41,3768.41,DDR-187-20260330
MDS-01260-034,MDS-01260,34,30-Mar-2026,NGP-WS-187,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-187-20260330
MDS-01260-035,MDS-01260,35,30-Mar-2026,NGP-WS-187,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-187-20260330
MDS-01260-036,MDS-01260,36,31-Mar-2026,NGP-WS-187,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-187-20260331
MDS-01260-037,MDS-01260,37,31-Mar-2026,NGP-WS-187,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-187-20260331
MDS-01260-038,MDS-01260,38,31-Mar-2026,NGP-WS-187,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-187-20260331
MDS-01260-039,MDS-01260,39,31-Mar-2026,NGP-WS-187,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-187-20260331
MDS-01260-040,MDS-01260,40,31-Mar-2026,NGP-WS-187,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-187-20260331
MDS-01260-041,MDS-01260,41,31-Mar-2026,NGP-WS-187,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-187-20260331
MDS-01260-042,MDS-01260,42,31-Mar-2026,NGP-WS-187,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3768.41,3768.41,DDR-187-20260331
MDS-01260-043,MDS-01260,43,31-Mar-2026,NGP-WS-187,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-187-20260331
MDS-01260-044,MDS-01260,44,31-Mar-2026,NGP-WS-187,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-187-20260331
MDS-01260-045,MDS-01260,45,01-Apr-2026,NGP-WS-187,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1839.84,3679.68,DDR-187-20260401
MDS-01260-046,MDS-01260,46,01-Apr-2026,NGP-WS-187,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-187-20260401
MDS-01260-047,MDS-01260,47,01-Apr-2026,NGP-WS-187,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-187-20260401
MDS-01260-048,MDS-01260,48,01-Apr-2026,NGP-WS-187,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-187-20260401
MDS-01260-049,MDS-01260,49,01-Apr-2026,NGP-WS-187,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,601.17,601.17,DDR-187-20260401
MDS-01260-050,MDS-01260,50,01-Apr-2026,NGP-WS-187,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1639.68,3279.36,DDR-187-20260401
MDS-01260-051,MDS-01260,51,01-Apr-2026,NGP-WS-187,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3795.66,3795.66,DDR-187-20260401
MDS-01260-052,MDS-01260,52,01-Apr-2026,NGP-WS-187,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-187-20260401
MDS-01260-053,MDS-01260,53,01-Apr-2026,NGP-WS-187,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-187-20260401
MDS-01261-001,MDS-01261,1,28-Mar-2026,NGP-BD-152,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-152-20260328
MDS-01261-002,MDS-01261,2,28-Mar-2026,NGP-BD-152,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-152-20260328
MDS-01261-003,MDS-01261,3,28-Mar-2026,NGP-BD-152,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-152-20260328
MDS-01261-004,MDS-01261,4,28-Mar-2026,NGP-BD-152,DD-111,Motor redress and inspection,run,"17-1/2""",Operating,,,1,3589.45,3589.45,DDR-152-20260328
MDS-01261-005,MDS-01261,5,28-Mar-2026,NGP-BD-152,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-152-20260328
MDS-01261-006,MDS-01261,6,28-Mar-2026,NGP-BD-152,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-152-20260328
MDS-01261-007,MDS-01261,7,28-Mar-2026,NGP-BD-152,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-152-20260328
MDS-01261-008,MDS-01261,8,28-Mar-2026,NGP-BD-152,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2844.08,2844.08,DDR-152-20260328
MDS-01261-009,MDS-01261,9,28-Mar-2026,NGP-BD-152,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-152-20260328
MDS-01261-010,MDS-01261,10,28-Mar-2026,NGP-BD-152,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-152-20260328
MDS-01261-011,MDS-01261,11,29-Mar-2026,NGP-BD-152,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-152-20260329
MDS-01261-012,MDS-01261,12,29-Mar-2026,NGP-BD-152,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-152-20260329
MDS-01261-013,MDS-01261,13,29-Mar-2026,NGP-BD-152,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-152-20260329
MDS-01261-014,MDS-01261,14,29-Mar-2026,NGP-BD-152,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-152-20260329
MDS-01261-015,MDS-01261,15,29-Mar-2026,NGP-BD-152,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-152-20260329
MDS-01261-016,MDS-01261,16,29-Mar-2026,NGP-BD-152,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-152-20260329
MDS-01261-017,MDS-01261,17,29-Mar-2026,NGP-BD-152,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2844.08,2844.08,DDR-152-20260329
MDS-01261-018,MDS-01261,18,29-Mar-2026,NGP-BD-152,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-152-20260329
MDS-01261-019,MDS-01261,19,29-Mar-2026,NGP-BD-152,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-152-20260329
MDS-01261-020,MDS-01261,20,30-Mar-2026,NGP-BD-152,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-152-20260330
MDS-01261-021,MDS-01261,21,30-Mar-2026,NGP-BD-152,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-152-20260330
MDS-01261-022,MDS-01261,22,30-Mar-2026,NGP-BD-152,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-152-20260330
MDS-01261-023,MDS-01261,23,30-Mar-2026,NGP-BD-152,DD-130,Gyro survey,survey,"17-1/2""",Operating,,,1,2446.15,2446.15,DDR-152-20260330
MDS-01261-024,MDS-01261,24,30-Mar-2026,NGP-BD-152,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-152-20260330
MDS-01261-025,MDS-01261,25,30-Mar-2026,NGP-BD-152,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-152-20260330
MDS-01261-026,MDS-01261,26,30-Mar-2026,NGP-BD-152,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-152-20260330
MDS-01261-027,MDS-01261,27,30-Mar-2026,NGP-BD-152,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2844.08,2844.08,DDR-152-20260330
MDS-01261-028,MDS-01261,28,30-Mar-2026,NGP-BD-152,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-152-20260330
MDS-01261-029,MDS-01261,29,30-Mar-2026,NGP-BD-152,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-152-20260330
MDS-01261-030,MDS-01261,30,31-Mar-2026,NGP-BD-152,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-152-20260331
MDS-01261-031,MDS-01261,31,31-Mar-2026,NGP-BD-152,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-152-20260331
MDS-01261-032,MDS-01261,32,31-Mar-2026,NGP-BD-152,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-152-20260331
MDS-01261-033,MDS-01261,33,31-Mar-2026,NGP-BD-152,DD-111,Motor redress and inspection,run,"17-1/2""",Operating,,,1,3589.45,3589.45,DDR-152-20260331
MDS-01261-034,MDS-01261,34,31-Mar-2026,NGP-BD-152,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-152-20260331
MDS-01261-035,MDS-01261,35,31-Mar-2026,NGP-BD-152,HC-610,Wiper trip supervision,trip,"17-1/2""",Operating,,,1,1947.15,1947.15,DDR-152-20260331
